Subject	SelectionOrderAtt	ImId	correctVariant(s)	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
01-044-p	0	1	MasterImage	"8,24,-1,"	"1197.33,1199.07,1199.3,1202.37,1202.83,1204.93,1206.07,1206.6,1210.6,1210.83,1211.03,1212.6,1213.17,1214.37,1215.87,1218.2,1219.7,1219.9,1221.3,1225.7,1225.9,1231.53,1233.37,1236.33,1238.97,1240.97,1242.67,1244.1,1245.23,1246.3,1246.63,1246.87,"	-1
01-044-p	1	2	incorrect	"7,20,-1,"	"1200.17,1200.33,1203.93,1204.37,1205.27,1207.1,1207.63,1210.07,1210.37,1211.33,1213.57,1213.8,1215.2,1215.4,1218.97,1220.73,1226.53,1231,1231.2,1234.4,1235.77,1235.97,1237.8,1238.17,1238.5,1238.7,1248.7,"	12.7667
01-044-p	0	3	incorrect	"5,7,-1,"	"1197,1198.47,1199.6,1202.1,1203.27,1230.03,1231.93,1232.17,1232.4,1241.5,1241.73,1242.33,"	-1
01-044-p	0	4	incorrect	"1,11,-1,"	"1201.3,1224.57,1225.27,1227.27,1243,1243.47,1244.5,1245.8,1247.27,1247.5,1248,1249.13,"	-1
01-044-p	2	5	correct	"2,12,2,"	"1200.7,1208.07,1216.73,1216.97,1220.37,1222.4,1233.93,1234.67,1235.03,1236.87,1237.53,1240.03,1250.67,1251,1253.47,1253.63,"	-1
01-044-p	0	6	incorrect	"1,10,-1,"	"1199.77,1217.5,1223.07,1223.3,1228.07,1228.97,1229.47,1230.5,1250.43,1251.3,1251.5,"	-1
01-044-p	0	7	incorrect	"-1,6,-1,"	"1217.9,1223.7,1223.9,1249.53,1249.83,1250.03,"	-1
01-044-p	0	1	MasterImage	"24,1,"	"1254.3,1254.73,1255.17,1256.13,1259.33,1259.8,1263.97,1264.2,1264.43,1265.33,1265.67,1266.8,1268.47,1269.6,1270.73,1271.07,1272.07,1272.37,1274,1275.37,1275.57,1276.7,1277.17,1282.47,1285.23,"	-1
01-044-p	1	2	correct	"19,-1,"	"1256.5,1257.2,1260.3,1260.63,1260.8,1260.97,1261.23,1267.33,1268.03,1268.87,1269.37,1270.13,1270.37,1271.53,1273,1279.47,1279.87,1280.1,1281.37,"	30.6667
01-044-p	0	3	incorrect	"7,-1,"	"1255.7,1257.4,1257.63,1261.63,1264.83,1265.1,1266.2,"	-1
01-044-p	0	4	incorrect	"10,-1,"	"1258.63,1258.8,1278.13,1278.73,1278.93,1279.13,1280.47,1280.93,1281.93,1282.13,"	-1
01-044-p	0	5	incorrect	"5,-1,"	"1263.37,1274.47,1275.1,1282.97,1283.3,"	-1
01-044-p	0	6	incorrect	"5,-1,"	"1253.9,1262.6,1275.83,1276.07,1277.4,"	-1
01-044-p	0	7	incorrect	"2,-1,"	"1277.77,1277.93,"	-1
01-044-p	0	1	MasterImage	"11,-1,"	"1285.5,1285.9,1286.47,1287.7,1288.73,1290.83,1291.37,1294.33,1294.53,1294.9,1299.27,"	-1
01-044-p	0	2	incorrect	"5,-1,"	"1288.27,1293.07,1293.27,1293.87,1295.4,"	-1
01-044-p	0	3	incorrect	"1,-1,"	"1287,"	-1
01-044-p	0	4	incorrect	"4,-1,"	"1289.67,1289.9,1290.17,1291.77,"	-1
01-044-p	0	5	incorrect	"2,-1,"	"1295.9,1296.2,"	-1
01-044-p	1	6	correct	"8,1,"	"1296.93,1297.47,1297.83,1298.33,1298.67,1299.9,1300.2,1300.47,1303.6,"	17.2667
01-044-p	0	7	incorrect	"3,-1,"	"1292.47,1292.67,1300.77,"	-1
01-044-p	0	1	MasterImage	"16,4,-1,"	"1304.27,1305.83,1306.07,1307.63,1308.73,1310.33,1311.6,1313.37,1316.1,1316.37,1316.7,1317.8,1320.27,1320.5,1321.5,1321.93,1326.4,1328.83,1330.77,1335.27,"	-1
01-044-p	0	2	incorrect	"2,3,-1,"	"1305.2,1305.5,1328.27,1329.47,1331.3,"	-1
01-044-p	0	3	incorrect	"4,2,-1,"	"1304,1306.97,1308.1,1310.83,1333.83,1337.1,"	-1
01-044-p	1	4	incorrect	"6,3,-1,"	"1315.1,1315.6,1318.8,1319.3,1320.87,1322.23,1327.13,1331.93,1333.13,"	20.3
01-044-p	0	5	incorrect	"-1,2,-1,"	"1324.77,1327.87,"	-1
01-044-p	0	6	incorrect	"6,-1,-1,"	"1312.33,1313.97,1314.53,1316.93,1318.37,1322.6,"	-1
01-044-p	2	7	correct	"1,5,-1,"	"1314.73,1333.57,1334.1,1334.37,1335.73,1337.73,"	-1
01-044-p	0	1	MasterImage	"24,-1,-1,"	"1340.23,1340.4,1340.63,1342.53,1344.23,1345.6,1347.03,1347.23,1348.6,1350.27,1350.67,1351.97,1354,1358.87,1360.13,1360.3,1361.6,1366.33,1368.13,1370.67,1370.87,1372.1,1372.27,1373.8,"	-1
01-044-p	1	2	incorrect	"16,-1,-1,"	"1346,1347.9,1349.37,1351.1,1351.3,1352.9,1353.17,1353.47,1355.27,1357,1360.6,1368.53,1374.3,1374.5,1376.63,1377.33,"	38.8334
01-044-p	0	3	incorrect	"4,-1,-1,"	"1341.9,1343.5,1345,1367.3,"	-1
01-044-p	2	4	correct	"-1,4,-1,"	"1380.1,1380.3,1380.9,1381.1,"	-1
01-044-p	0	5	incorrect	"3,-1,-1,"	"1369,1374.9,1377.57,"	-1
01-044-p	0	6	incorrect	"4,2,1,"	"1359.17,1361.03,1363.2,1367.53,1381.6,1381.87,1383.8,"	-1
01-044-p	0	7	incorrect	"3,-1,-1,"	"1369.6,1371.3,1372.97,"	-1
01-044-p	0	1	MasterImage	"8,1,"	"1384.43,1384.83,1388.03,1389.8,1394.67,1396.77,1400.13,1400.37,1403.93,"	-1
01-044-p	1	2	correct	"6,-1,"	"1386.73,1390.3,1395.77,1396,1397.9,1400.93,"	19.1333
01-044-p	0	3	incorrect	"2,-1,"	"1385.63,1390.87,"	-1
01-044-p	0	4	incorrect	"3,-1,"	"1392.13,1395.23,1396.27,"	-1
01-044-p	0	5	incorrect	"4,-1,"	"1387.43,1387.8,1389.2,1401.6,"	-1
01-044-p	0	6	incorrect	"5,-1,"	"1391.43,1393.3,1397.37,1398.47,1398.63,"	-1
01-044-p	0	7	incorrect	"3,-1,"	"1392.63,1392.93,1393.97,"	-1
01-044-p	0	1	MasterImage	"11,-1,"	"1404.27,1404.53,1405.3,1405.9,1417.43,1417.97,1421.47,1424.7,1426.73,1427.1,1429.73,"	-1
01-044-p	0	2	incorrect	"5,-1,"	"1406.33,1409.33,1411.57,1416.73,1417,"	-1
01-044-p	0	3	incorrect	"6,1,"	"1405.53,1407.17,1409.87,1410.43,1414.57,1415.07,1435,"	-1
01-044-p	0	4	incorrect	"13,-1,"	"1407.53,1412.87,1413.6,1414.27,1415.53,1419.07,1419.37,1419.97,1421.03,1425.2,1428.6,1428.77,1431.23,"	-1
01-044-p	0	5	incorrect	"2,-1,"	"1408.73,1410.9,"	-1
01-044-p	1	6	correct	"17,-1,"	"1408.33,1412.17,1413.8,1416.27,1418.4,1420.17,1422.2,1424.2,1425.73,1425.97,1426.3,1427.67,1429.13,1430.53,1431.9,1432.17,1432.67,"	29.9666
01-044-p	0	7	incorrect	"7,-1,"	"1407.97,1413.17,1415.73,1415.97,1418.73,1423.27,1432.83,"	-1
01-045-P	0	1	MasterImage	"2,-1,"	"1207.53,1208.8,"	-1
01-045-P	0	2	incorrect	"1,-1,"	"1208.17,"	-1
01-045-P	0	3	incorrect	"1,-1,"	"1206.9,"	-1
01-045-P	0	4	incorrect	"-1,-1,"	-1	-1
01-045-P	0	5	incorrect	"1,-1,"	"1209.1,"	-1
01-045-P	0	6	incorrect	"-1,-1,"	-1	-1
01-045-P	1	7	correct	"4,-1,"	"1208.53,1209.83,1210,1210.3,"	5.6
01-045-P	0	1	MasterImage	"9,-1,"	"1213.9,1214.1,1216.27,1218.47,1222.83,1224.77,1226.13,1227.57,1228.07,"	-1
01-045-P	0	2	incorrect	"1,-1,"	"1215.43,"	-1
01-045-P	1	3	correct	"5,-1,"	"1223.47,1225.47,1226.93,1228.37,1229.43,"	18.7
01-045-P	0	4	incorrect	"2,-1,"	"1217.17,1221.5,"	-1
01-045-P	0	5	incorrect	"2,-1,"	"1215.73,1230,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1228.83,"	-1
01-045-P	0	7	incorrect	"3,-1,"	"1213.3,1213.7,1217.5,"	-1
01-045-P	0	1	MasterImage	"10,-1,"	"1233.63,1234.37,1234.73,1235.1,1235.37,1238.27,1239.57,1240.53,1242.3,1243.8,"	-1
01-045-P	0	2	incorrect	"1,-1,"	"1236.63,"	-1
01-045-P	0	3	incorrect	"3,-1,"	"1237.33,1240.03,1241.8,"	-1
01-045-P	0	4	incorrect	"3,-1,"	"1237.97,1238.77,1244.3,"	-1
01-045-P	0	5	incorrect	"4,-1,"	"1233,1242.7,1242.87,1243.1,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1237.6,"	-1
01-045-P	1	7	correct	"6,-1,"	"1239.2,1240.97,1244.03,1244.53,1244.77,1245,"	13.3
01-045-P	0	1	MasterImage	"12,-1,"	"1247.73,1248,1249,1249.2,1249.4,1250.93,1251.67,1253.5,1254.5,1254.7,1255.77,1257.4,"	-1
01-045-P	0	2	incorrect	"2,-1,"	"1248.57,1249.93,"	-1
01-045-P	0	3	incorrect	"7,-1,"	"1249.63,1251.2,1251.4,1252.23,1255,1255.53,1256.9,"	-1
01-045-P	1	4	correct	"6,-1,"	"1253,1253.97,1254.17,1256.27,1256.47,1257.97,"	13.2
01-045-P	0	5	incorrect	"3,-1,"	"1250.23,1250.43,1250.7,"	-1
01-045-P	0	6	incorrect	"5,-1,"	"1258.27,1258.5,1258.67,1258.9,1259.17,"	-1
01-045-P	0	7	incorrect	"2,-1,"	"1247.3,1252.63,"	-1
01-045-P	0	1	MasterImage	"9,-1,"	"1261.83,1262.1,1262.67,1263.3,1264.83,1267.07,1268.03,1268.3,1270.47,"	-1
01-045-P	0	2	incorrect	"2,-1,"	"1264.13,1264.4,"	-1
01-045-P	0	3	incorrect	"1,-1,"	"1265.37,"	-1
01-045-P	0	4	incorrect	"2,-1,"	"1268.6,1269.2,"	-1
01-045-P	1	5	correct	"4,-1,"	"1266.07,1267.5,1269.97,1271.2,"	12.7667
01-045-P	0	6	incorrect	"3,-1,"	"1261.5,1265.8,1272.23,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1268.8,"	-1
01-045-P	0	1	MasterImage	"9,1,"	"1275.77,1276.23,1277.07,1277.23,1277.7,1278.7,1278.93,1280.17,1281.97,1285.53,"	-1
01-045-P	1	2	correct	"9,-1,"	"1276.6,1278.03,1278.2,1278.5,1279.27,1279.6,1280.77,1282.73,1282.93,"	9.5
01-045-P	0	3	incorrect	"2,-1,"	"1275.47,1281.1,"	-1
01-045-P	0	4	incorrect	"1,-1,"	"1282.3,"	-1
01-045-P	0	5	incorrect	"2,-1,"	"1279.83,1283.27,"	-1
01-045-P	0	6	incorrect	"-1,-1,"	-1	-1
01-045-P	0	7	incorrect	"1,-1,"	"1281.63,"	-1
01-045-P	0	1	MasterImage	"5,-1,"	"1285.8,1288.6,1289.77,1293.87,1294.97,"	-1
01-045-P	0	2	incorrect	"8,-1,"	"1287.83,1288.03,1288.37,1289.07,1290.13,1292.3,1292.47,1293.5,"	-1
01-045-P	1	3	correct	"8,-1,"	"1290.37,1291.17,1291.63,1292.03,1292.7,1294.47,1295.73,1295.9,"	12.4333
01-045-P	0	4	incorrect	"-1,-1,"	-1	-1
01-045-P	0	5	incorrect	"1,-1,"	"1296.27,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1291.37,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1290.8,"	-1
01-045-P	0	1	MasterImage	"5,-1,"	"1299.27,1302.07,1303.03,1303.23,1304.4,"	-1
01-045-P	0	2	incorrect	"1,-1,"	"1301.17,"	-1
01-045-P	0	3	incorrect	"2,-1,"	"1301.7,1304.07,"	-1
01-045-P	0	4	incorrect	"1,-1,"	"1303.47,"	-1
01-045-P	0	5	incorrect	"1,-1,"	"1302.63,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1302.4,"	-1
01-045-P	1	7	correct	"4,1,"	"1303.7,1304.8,1305.33,1305.63,1308.07,"	8.0666
01-045-P	0	1	MasterImage	"14,-1,"	"1308.47,1309.73,1311.23,1311.57,1311.9,1312.2,1313.9,1315.13,1316.53,1318.53,1319.8,1321.37,1322.77,1324.47,"	-1
01-045-P	0	2	incorrect	"3,-1,"	"1309.23,1323.77,1325.07,"	-1
01-045-P	0	3	incorrect	"5,-1,"	"1309.5,1313.17,1313.47,1314.23,1316,"	-1
01-045-P	0	4	incorrect	"7,-1,"	"1317,1317.53,1318.03,1320.23,1320.6,1320.83,1321.8,"	-1
01-045-P	1	5	correct	"5,-1,"	"1318.93,1319.4,1322.27,1323.93,1325.23,"	19.2
01-045-P	0	6	incorrect	"5,1,"	"1314.6,1325.6,1325.83,1326.03,1326.23,1327.93,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1317.2,"	-1
01-045-P	0	1	MasterImage	"20,9,-1,"	"1329,1330.27,1331.67,1332.13,1332.93,1333.73,1334.1,1334.77,1334.97,1336.5,1337.17,1337.83,1338,1339.73,1341.8,1341.97,1344.13,1348.03,1348.47,1350,1354.37,1355.87,1357.33,1359.33,1359.5,1360.27,1363.53,1365.47,1366.4,"	-1
01-045-P	2	2	correct	"3,9,-1,"	"1335.73,1336.27,1338.2,1355.23,1355.6,1356.37,1357,1363.83,1364.1,1364.93,1365.87,1367.1,"	-1
01-045-P	1	3	incorrect	"17,3,-1,"	"1328.73,1329.7,1330.1,1331.03,1332.43,1332.7,1333.3,1334.27,1335.27,1337.43,1337.67,1340.07,1342.2,1342.7,1347.57,1350.2,1350.87,1354.13,1357.73,1359.87,"	24.9
01-045-P	0	4	incorrect	"6,1,-1,"	"1344.73,1344.9,1345.23,1345.63,1347.23,1349.2,1361.27,"	-1
01-045-P	0	5	incorrect	"3,5,1,"	"1338.6,1339.03,1351.43,1354.83,1362.7,1363.13,1367.9,1368.07,1369.93,"	-1
01-045-P	0	6	incorrect	"6,5,-1,"	"1340.6,1341.1,1342.43,1343.2,1348.93,1350.5,1357.97,1358.3,1358.5,1358.83,1360.73,"	-1
01-045-P	0	7	incorrect	"2,2,-1,"	"1346.2,1346.37,1361.6,1361.83,"	-1
01-045-P	0	1	MasterImage	"20,-1,"	"1370.67,1371,1371.17,1371.8,1372,1372.97,1374.73,1374.9,1376.63,1377,1377.23,1378.5,1378.7,1380.07,1381.17,1382.83,1383.3,1387.33,1387.53,1388,"	-1
01-045-P	0	2	incorrect	"2,-1,"	"1371.4,1372.47,"	-1
01-045-P	0	3	incorrect	"4,-1,"	"1383.97,1386.03,1386.23,1387.13,"	-1
01-045-P	0	4	incorrect	"15,-1,"	"1373.8,1375.5,1377.47,1379.13,1379.3,1379.63,1380.57,1381.83,1382.27,1383.57,1383.77,1385.23,1386.6,1386.77,1389.1,"	-1
01-045-P	0	5	incorrect	"-1,-1,"	-1	-1
01-045-P	1	6	correct	"4,-1,"	"1389.63,1390.2,1391,1392.07,"	23.5
01-045-P	0	7	incorrect	"5,-1,"	"1374,1375.67,1375.93,1377.73,1392.27,"	-1
01-045-P	0	1	MasterImage	"16,1,"	"1395.47,1395.67,1396.5,1397.37,1397.7,1399.2,1399.43,1401.07,1404.67,1405.53,1406.57,1406.87,1408.73,1409.03,1409.77,1411.2,1415.43,"	-1
01-045-P	0	2	incorrect	"8,-1,"	"1395.93,1398.27,1398.5,1399.77,1403,1410.07,1410.6,1411.53,"	-1
01-045-P	1	3	correct	"15,-1,"	"1395.23,1400.17,1400.57,1401.6,1403.2,1404.93,1405.2,1406.03,1407.3,1409.23,1409.5,1410.83,1411.9,1412.6,1412.77,"	19.5333
01-045-P	0	4	incorrect	"-1,-1,"	-1	-1
01-045-P	0	5	incorrect	"6,-1,"	"1398.8,1402.73,1408,1408.47,1412.27,1413.13,"	-1
01-045-P	0	6	incorrect	"2,-1,"	"1400.83,1407.73,"	-1
01-045-P	0	7	incorrect	"4,-1,"	"1402.17,1403.7,1404.07,1404.33,"	-1
01-045-P	0	1	MasterImage	"10,5,-1,"	"1415.73,1416.7,1417.5,1418.2,1419,1419.2,1419.87,1421.27,1422.27,1425.4,1429.47,1429.63,1431.57,1433.9,1435.93,"	-1
01-045-P	0	2	incorrect	"1,-1,-1,"	"1416.33,"	-1
01-045-P	0	3	incorrect	"3,-1,-1,"	"1416.9,1418.4,1419.5,"	-1
01-045-P	0	4	incorrect	"-1,2,-1,"	"1432.83,1434.9,"	-1
01-045-P	0	5	incorrect	"5,-1,-1,"	"1420.5,1420.9,1421.93,1423.3,1424.57,"	-1
01-045-P	1	6	incorrect	"5,-1,-1,"	"1417.1,1418.63,1423.6,1425.07,1426.2,"	13.0667
01-045-P	2	7	correct	"3,8,-1,"	"1426.73,1426.93,1427.17,1429.17,1430.37,1432.17,1433.6,1434.57,1435.6,1436.47,1436.67,"	-1
01-045-P	0	1	MasterImage	"11,-1,"	"1439.8,1440,1441.83,1443.27,1444.77,1446.33,1447.57,1449.47,1450.63,1451.33,1455.23,"	-1
01-045-P	0	2	incorrect	"6,-1,"	"1441.43,1442.63,1443.87,1445.63,1445.8,1448.1,"	-1
01-045-P	0	3	incorrect	"1,-1,"	"1442.4,"	-1
01-045-P	1	4	correct	"5,-1,"	"1450.37,1450.9,1452,1453.73,1454.97,"	18.3
01-045-P	0	5	incorrect	"10,-1,"	"1442.9,1443.07,1444.13,1445.43,1446.93,1447.13,1448.7,1452.73,1454.23,1454.4,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1455.8,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1449.87,"	-1
01-045-P	0	1	MasterImage	"25,-1,"	"1458.8,1458.97,1459.37,1460.8,1461.67,1461.97,1463.8,1464.87,1466.4,1467.53,1468.67,1469.9,1470.07,1471.93,1473.5,1474.77,1477.97,1479.03,1482.4,1483.97,1484.97,1486.2,1487.9,1490.73,1491.53,"	-1
01-045-P	0	2	incorrect	"18,-1,"	"1460.2,1460.37,1461.17,1462.33,1472.67,1473.13,1475.17,1476.37,1477.47,1477.73,1479.63,1483.6,1484.5,1485.37,1487.1,1487.63,1489.23,1491.07,"	-1
01-045-P	0	3	incorrect	"5,-1,"	"1462.63,1463.53,1464.2,1480.27,1489.43,"	-1
01-045-P	0	4	incorrect	"3,-1,"	"1480.47,1481.13,1490.13,"	-1
01-045-P	1	5	correct	"20,-1,"	"1465.7,1470.73,1470.9,1471.1,1471.7,1474,1474.17,1474.37,1475.53,1476.17,1476.83,1478.47,1478.63,1480.03,1482.93,1483.17,1485.63,1486.77,1488.97,1491.97,"	35.5666
01-045-P	0	6	incorrect	"9,-1,"	"1465.4,1465.97,1466.93,1467.13,1468.03,1468.27,1482.73,1489.8,1492.73,"	-1
01-045-P	0	7	incorrect	"6,-1,"	"1469,1469.33,1469.5,1469.67,1470.3,1481.33,"	-1
01-045-P	0	1	MasterImage	"18,1,"	"1495.5,1496.43,1498.1,1499.57,1499.8,1500.63,1500.9,1502.17,1502.43,1503,1504.47,1505.9,1506.13,1506.8,1506.97,1507.83,1508.73,1508.93,1512.33,"	-1
01-045-P	1	2	correct	"7,1,"	"1496.23,1497.67,1507.3,1507.6,1508.13,1509.5,1509.83,1512.13,"	16.3334
01-045-P	0	3	incorrect	"2,-1,"	"1495.3,1498.5,"	-1
01-045-P	0	4	incorrect	"2,-1,"	"1502.7,1503.53,"	-1
01-045-P	0	5	incorrect	"4,-1,"	"1503.8,1504.97,1506.4,1510.03,"	-1
01-045-P	0	6	incorrect	"6,-1,"	"1498.9,1499.33,1500.13,1500.3,1501.17,1503.27,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1501.5,"	-1
01-045-P	0	1	MasterImage	"13,-1,"	"1512.6,1512.9,1513.5,1514.8,1515.13,1516.4,1517.4,1519.13,1519.3,1521.27,1521.5,1522.3,1523.3,"	-1
01-045-P	0	2	incorrect	"3,-1,"	"1513.17,1515.43,1526.93,"	-1
01-045-P	0	3	incorrect	"8,-1,"	"1516.77,1518.2,1519.97,1520.83,1521.7,1522.63,1526.67,1527.47,"	-1
01-045-P	0	4	incorrect	"1,-1,"	"1519.57,"	-1
01-045-P	0	5	incorrect	"4,-1,"	"1522.07,1524.6,1525.3,1526.17,"	-1
01-045-P	1	6	correct	"8,-1,"	"1518.47,1520.2,1520.37,1523.1,1523.73,1525.7,1525.93,1527.3,"	17.7667
01-045-P	0	7	incorrect	"2,-1,"	"1518.83,1527.87,"	-1
01-045-P	0	1	MasterImage	"24,-1,"	"1531.87,1535.3,1537.37,1537.6,1538.8,1539.2,1539.57,1540.87,1542.27,1543.43,1544.53,1545.8,1546.63,1546.8,1548.43,1549.53,1550.7,1553.23,1555.33,1557.6,1558.83,1559.77,1560.47,1562.43,"	-1
01-045-P	0	2	incorrect	"10,-1,"	"1535.03,1537.03,1537.93,1557.07,1558.1,1559.33,1560.23,1561,1561.37,1563.1,"	-1
01-045-P	0	3	incorrect	"5,-1,"	"1531.7,1538.5,1539.87,1542.83,1556.67,"	-1
01-045-P	0	4	incorrect	"10,-1,"	"1547.9,1548.97,1550.07,1550.93,1551.8,1552.9,1553.63,1554.2,1555.93,1563.97,"	-1
01-045-P	0	5	incorrect	"3,-1,"	"1543.83,1544.13,1546.23,"	-1
01-045-P	0	6	incorrect	"2,-1,"	"1540.4,1541.47,"	-1
01-045-P	1	7	correct	"15,1,"	"1545.07,1545.27,1547.13,1547.3,1547.7,1551.3,1552.53,1552.7,1553.8,1556.27,1561.6,1561.77,1563.57,1564.3,1564.53,1566.87,"	34.6666
01-045-P	0	1	MasterImage	"13,-1,"	"1567.27,1567.5,1568.5,1568.67,1569.67,1571,1573.03,1573.8,1574.93,1576.07,1578.07,1580,1581.73,"	-1
01-045-P	0	2	incorrect	"9,-1,"	"1568.17,1569.1,1570.27,1572.3,1573.4,1575.67,1576.83,1579.37,1580.7,"	-1
01-045-P	0	3	incorrect	"2,-1,"	"1571.6,1574.07,"	-1
01-045-P	1	4	correct	"10,-1,"	"1574.33,1575.23,1576.37,1576.53,1577.6,1578.5,1579,1580.33,1581.43,1582.07,"	17.7334
01-045-P	0	5	incorrect	"1,-1,"	"1572.7,"	-1
01-045-P	0	6	incorrect	"1,-1,"	"1582.5,"	-1
01-045-P	0	7	incorrect	"1,-1,"	"1574.6,"	-1
01-045-P	0	1	MasterImage	"11,4,-1,"	"1585.93,1586.17,1586.97,1589.37,1591.7,1593,1593.9,1595.5,1597.13,1598.93,1599.9,1603.57,1603.73,1604.4,1607.03,"	-1
01-045-P	2	2	correct	"7,2,-1,"	"1586.77,1588.73,1589.93,1591.47,1593.33,1596.17,1596.33,1604.73,1607.33,"	-1
01-045-P	1	3	incorrect	"6,1,-1,"	"1590.27,1592.77,1594.33,1596.63,1597.7,1600.2,1604,"	17.3
01-045-P	0	4	incorrect	"1,1,-1,"	"1592.23,1606.37,"	-1
01-045-P	0	5	incorrect	"3,4,1,"	"1601.07,1601.3,1601.57,1605.13,1607.6,1608.17,1608.37,1610.57,"	-1
01-045-P	0	6	incorrect	"-1,1,-1,"	"1605.47,"	-1
01-045-P	0	7	incorrect	"-1,1,-1,"	"1605.8,"	-1
01-045-P	0	1	MasterImage	"14,-1,"	"1611.4,1612.37,1612.73,1614.57,1614.87,1615.63,1615.8,1616.5,1618.17,1618.33,1618.57,1620.87,1621.1,1623.63,"	-1
01-045-P	0	2	incorrect	"3,-1,"	"1611.87,1612.03,1614.17,"	-1
01-045-P	0	3	incorrect	"6,-1,"	"1611.23,1615.17,1616.07,1616.9,1624.07,1624.93,"	-1
01-045-P	0	4	incorrect	"-1,-1,"	-1	-1
01-045-P	0	5	incorrect	"1,-1,"	"1624.47,"	-1
01-045-P	1	6	correct	"5,-1,"	"1617.13,1618.87,1620.57,1622.17,1623.43,"	16.4333
01-045-P	0	7	incorrect	"5,-1,"	"1619.6,1620.3,1621.4,1622.93,1625.67,"	-1
01-046-p	0	1	MasterImage	"3,-1,"	"977.8,980.833,981.033,"	-1
01-046-p	0	2	incorrect	"-1,-1,"	-1	-1
01-046-p	0	3	incorrect	"2,-1,"	"977.1,977.3,"	-1
01-046-p	0	4	incorrect	"1,-1,"	"981.933,"	-1
01-046-p	0	5	incorrect	"-1,-1,"	-1	-1
01-046-p	0	6	incorrect	"1,-1,"	"980.3,"	-1
01-046-p	1	7	correct	"3,-1,"	"979.567,981.7,982.5,"	8.96667
01-046-p	0	1	MasterImage	"6,-1,"	"987.533,988.2,988.867,991,991.4,992,"	-1
01-046-p	0	2	incorrect	"2,-1,"	"990,990.167,"	-1
01-046-p	1	3	correct	"4,-1,"	"987.267,988.4,990.467,991.6,"	8.06667
01-046-p	0	4	incorrect	"-1,-1,"	-1	-1
01-046-p	0	5	incorrect	"1,-1,"	"992.433,"	-1
01-046-p	0	6	incorrect	"-1,-1,"	-1	-1
01-046-p	0	7	incorrect	"-1,-1,"	-1	-1
01-046-p	0	1	MasterImage	"4,-1,"	"996.6,998.4,1001.3,1001.53,"	-1
01-046-p	0	2	incorrect	"2,-1,"	"999.567,1000.03,"	-1
01-046-p	0	3	incorrect	"1,-1,"	"999.033,"	-1
01-046-p	0	4	incorrect	"1,-1,"	"1001.97,"	-1
01-046-p	0	5	incorrect	"1,-1,"	"995.933,"	-1
01-046-p	0	6	incorrect	"1,-1,"	"1000.23,"	-1
01-046-p	1	7	correct	"4,-1,"	"1000.77,1001.8,1002.6,1003.03,"	10.8667
01-046-p	0	1	MasterImage	"5,5,-1,"	"1008.33,1009.9,1011,1014.87,1018.27,1026.2,1042.33,1042.97,1043.13,1045.97,"	-1
01-046-p	0	2	incorrect	"1,-1,-1,"	"1012,"	-1
01-046-p	0	3	incorrect	"3,3,-1,"	"1009.2,1010.47,1015.47,1032.93,1043.6,1045.77,"	-1
01-046-p	2	4	correct	"3,5,-1,"	"1013.53,1017.03,1019.27,1030.2,1030.4,1030.7,1031.77,1046.33,"	-1
01-046-p	0	5	incorrect	"1,-1,-1,"	"1012.4,"	-1
01-046-p	0	6	incorrect	"1,1,-1,"	"1012.8,1047.37,"	-1
01-046-p	1	7	incorrect	"9,-1,-1,"	"1013.3,1015.9,1016.6,1017.83,1018.9,1019.1,1019.7,1021.17,1024.23,"	17.1333
01-046-p	0	1	MasterImage	"3,7,-1,"	"1051.63,1051.8,1052.9,1058.13,1058.37,1059.53,1061.67,1062.97,1064.2,1064.43,"	-1
01-046-p	0	2	incorrect	"-1,5,-1,"	"1057.9,1065.9,1066.53,1068.53,1071.4,"	-1
01-046-p	1	3	incorrect	"2,2,-1,"	"1052.33,1054.9,1063.33,1064.83,"	6.1666
01-046-p	0	4	incorrect	"-1,6,-1,"	"1058.6,1058.77,1060.87,1062.27,1062.43,1065.17,"	-1
01-046-p	2	5	correct	"2,3,-1,"	"1055.77,1056.03,1065.63,1070.37,1071.2,"	-1
01-046-p	0	6	incorrect	"-1,3,-1,"	"1063.53,1071.63,1071.9,"	-1
01-046-p	0	7	incorrect	"-1,1,-1,"	"1065.4,"	-1
01-046-p	0	1	MasterImage	"4,1,"	"1075.3,1076.17,1077.27,1079.6,1085.4,"	-1
01-046-p	1	2	correct	"5,-1,"	"1078.6,1079.83,1080.13,1080.37,1082.77,"	10.2
01-046-p	0	3	incorrect	"3,-1,"	"1075.13,1076.7,1077.93,"	-1
01-046-p	0	4	incorrect	"2,-1,"	"1080.7,1081.37,"	-1
01-046-p	0	5	incorrect	"3,-1,"	"1082.43,1083.17,1083.5,"	-1
01-046-p	0	6	incorrect	"2,-1,"	"1074.8,1082.23,"	-1
